datetime,bitcoin_count,bitcoin_polarity,bitcoin_subjectivity,bitcoin_polarity_zeros,bitcoin_subjectivity_zeros
2021-01-31 00:00:00,1206,0.1946111791244286,0.4839793816524992,0.10098157850123128,0.2957651776765273
2021-01-31 01:00:00,974,0.14102883245149903,0.5004495765710558,0.07284547130759247,0.29365223088053694
2021-01-31 02:00:00,1014,0.17733751585995045,0.489438443804939,0.08647639853060769,0.2695945274255227
2021-01-31 03:00:00,1059,0.1736715897311304,0.50012059993818,0.07550938683962191,0.24788586257805442
2021-01-31 04:00:00,797,0.2044167944649545,0.5227320505284899,0.10449533211031237,0.3086008491071808
2021-01-31 05:00:00,831,0.17431336202557118,0.5069241909035356,0.08658138938893883,0.29361450661244387
2021-01-31 06:00:00,824,0.18109286729932086,0.4740911624024454,0.08792413488978952,0.27056309949713664
2021-01-31 07:00:00,870,0.19982224142495464,0.46824257200111485,0.08797634520074794,0.2405136760620061
2021-01-31 08:00:00,1087,0.22674938334485586,0.49832912527763823,0.1235930115227326,0.31154481794896693
2021-01-31 09:00:00,1084,0.23344891491800837,0.5192339357063582,0.1251478719148086,0.3188815186885882
2021-01-31 10:00:00,985,0.20119835661221788,0.5130974887753149,0.10350271995501192,0.3005409739006513
2021-01-31 11:00:00,1143,0.20759507617361972,0.5189217366383096,0.11355628098386036,0.3289461151054812
2021-01-31 12:00:00,1152,0.17700775595593293,0.4937931457800331,0.09299584434996203,0.30210115640314783
2021-01-31 13:00:00,1330,0.20030763987876393,0.5079303807155618,0.11130839230229891,0.32197008730192606
2021-01-31 14:00:00,1388,0.1927155796905103,0.502235021570102,0.10966687684045615,0.31576986439048405
2021-01-31 15:00:00,1794,0.1768551518536355,0.4939208402842283,0.08892001270604427,0.2805564677509459
2021-01-31 16:00:00,1688,0.1928429051403466,0.4890134983444134,0.11323816515690817,0.32915194279448684
2021-01-31 17:00:00,1723,0.17327100624907213,0.5011793302449085,0.0943939063894199,0.31583440380276157
2021-01-31 18:00:00,1712,0.1751783042547742,0.514519286417238,0.10442502321756612,0.3400918235442409
2021-01-31 19:00:00,1691,0.1880331476731957,0.5388297235104123,0.11005656362966607,0.3531519133818243
2021-01-31 20:00:00,1571,0.20386473732588267,0.5563829376584768,0.11989886529777631,0.3617489783516895
2021-01-31 21:00:00,1759,0.2061211924385782,0.5604128170717874,0.1049406402630904,0.32342232229018575
2021-01-31 22:00:00,1460,0.2073795941159047,0.520052929309885,0.12158993044479886,0.3344761471666734
2021-01-31 23:00:00,1238,0.19155548232631542,0.4893682561304033,0.09960885080968403,0.3077582588553425
2021-02-01 00:00:00,1399,0.19132176321317396,0.496282724516724,0.10797543539549463,0.3161950567583232
2021-02-01 01:00:00,1197,0.19252380236881178,0.5259524025067973,0.10808717783852473,0.3321208058933009
2021-02-01 02:00:00,1311,0.17567451864504033,0.47142104161838594,0.10143325058221779,0.3091600313668437
2021-02-01 03:00:00,1274,0.23382763354608704,0.5114948505795293,0.12625733901515152,0.308678757163261
2021-02-01 04:00:00,1241,0.2186960303870553,0.5088216164070933,0.12912118569693243,0.3403229547646572
2021-02-01 05:00:00,1168,0.21427126453226764,0.4926249797731384,0.12227436291243533,0.32288354652522006
2021-02-01 06:00:00,1922,0.1939790821307683,0.5113678364047577,0.10751450499967721,0.32241461113981285
2021-02-01 07:00:00,1726,0.2026201996568711,0.5134707743213054,0.11466709834089697,0.3424458132520657
2021-02-01 08:00:00,1761,0.1607786477288691,0.49438347907405333,0.08637711819348118,0.31065459501245984
2021-02-01 09:00:00,1926,0.19016339470549248,0.4899292336803493,0.10024327520903818,0.2939575402082096
2021-02-01 10:00:00,1548,0.18469862589974786,0.5075102360234093,0.11055198042100642,0.33589285060500507
2021-02-01 11:00:00,1775,0.21308616117647594,0.5078675715755654,0.12497034295412819,0.3353842453800904
2021-02-01 12:00:00,1678,0.17447897480810806,0.4887039226264967,0.1006777098601323,0.3186137980154429
2021-02-01 13:00:00,1856,0.2061682081180108,0.506328729609776,0.11265507871288565,0.3144324530910025
2021-02-01 14:00:00,2535,0.26372005865161857,0.5268435060792664,0.1775388617659968,0.3856997551137335
2021-02-01 15:00:00,2170,0.20941350946964452,0.5120746518481092,0.12197598650898975,0.329975756647678
2021-02-01 16:00:00,2040,0.1886834589388936,0.4934636800404306,0.11379845751736248,0.3332890765971158
2021-02-01 17:00:00,2259,0.19749930263327883,0.5091844165508042,0.10951493445958478,0.3228535251671569
2021-02-01 18:00:00,2085,0.18254587366327016,0.4936432685270505,0.10579631487858349,0.32345448319398584
2021-02-01 19:00:00,1701,0.18898844862221456,0.5037746110661764,0.10656358006423935,0.3264333928403884
2021-02-01 20:00:00,1639,0.19276281308154342,0.5108808615342874,0.10416070443488668,0.3146887209960564
2021-02-01 21:00:00,1863,0.20022004412803382,0.5038735686975311,0.10472213690165455,0.2966572704594543
2021-02-01 22:00:00,1490,0.18848170281505264,0.507658584273358,0.11006941818140026,0.3340664585571452
2021-02-01 23:00:00,1442,0.1876085205588236,0.4939392097881566,0.10512250740636093,0.3137913627081982
2021-02-02 00:00:00,1343,0.18031392898614038,0.5112544467873856,0.0992491371610801,0.32236496220618377
2021-02-02 01:00:00,1196,0.18408005448263134,0.5108132524067568,0.10344498713860914,0.31870305095812873
2021-02-02 02:00:00,1299,0.2212068526886056,0.5015722425333776,0.12408121330695478,0.3133613816988027
2021-02-02 03:00:00,1281,0.20680913714969845,0.5056020653185836,0.10914926682900751,0.296940895504565
2021-02-02 04:00:00,1068,0.21667552818054447,0.5101330898355063,0.12241105207258701,0.3169576918463256
2021-02-02 05:00:00,1044,0.19931049473814624,0.5246611319560883,0.11315692604488302,0.334429160240397
2021-02-02 06:00:00,1255,0.20896080806290843,0.4915528526146754,0.11351850126600907,0.3067244443650973
2021-02-02 07:00:00,1113,0.22065605822429477,0.5151461850102106,0.11418951013107254,0.29685298911213387
2021-02-02 08:00:00,1452,0.21364549495763926,0.5011760555464867,0.11125610261133982,0.2961494873683785
2021-02-02 09:00:00,2024,0.20836184168812852,0.5000999294819642,0.10482800730893423,0.28093950489877084
2021-02-02 10:00:00,1395,0.21168308981352346,0.5021808721890686,0.1197680639734409,0.31551495588194767
2021-02-02 11:00:00,1558,0.21286024813089374,0.48863645545566464,0.12335776719834245,0.32337549702916013
2021-02-02 12:00:00,1640,0.21026702096685917,0.501593495318787,0.1212527880703268,0.3268475501864328
2021-02-02 13:00:00,1738,0.20005834483655466,0.510666044140224,0.11198918216394092,0.31916627758764
2021-02-02 14:00:00,2013,0.1941114284175119,0.5191782062991659,0.11073382902307152,0.33573290616378965
2021-02-02 15:00:00,2246,0.18935611996102703,0.5084983287708523,0.10259933193107441,0.3125658480777009
2021-02-02 16:00:00,2055,0.21090281998914887,0.5021525308807018,0.11912590705122747,0.32652437014250124
2021-02-02 17:00:00,1902,0.20997288577122006,0.5117661842857211,0.12044846776250888,0.3317704113325051
2021-02-02 18:00:00,1918,0.20319806360311146,0.5144222451877722,0.11204379208022033,0.3221148638091658
2021-02-02 19:00:00,1859,0.1868366262986739,0.5074356249326905,0.1036327702713861,0.31820365763338876
2021-02-02 20:00:00,1826,0.20238583699302293,0.4850288944200298,0.11327005702722928,0.30633403858107144
2021-02-02 21:00:00,1863,0.1819627464953388,0.49604938385374747,0.09881252014022597,0.29957356071783353
2021-02-02 22:00:00,1490,0.20795143925775472,0.5042242839249653,0.12274655750878088,0.339124297153074
2021-02-02 23:00:00,1630,0.18933381435091867,0.5052075259690633,0.10864996477183447,0.32293825726205827
2021-02-03 00:00:00,1557,0.19888379797968322,0.5038053870237635,0.10506405582318955,0.3030843361865574
2021-02-03 01:00:00,1393,0.19562037473843033,0.5037288316678759,0.1106850057459095,0.32064467870410956
2021-02-03 02:00:00,1250,0.21121583285231246,0.4895622327543116,0.1171411150080277,0.3076799043113286
2021-02-03 03:00:00,1323,0.19742349290839153,0.48175859792717496,0.09261372350721843,0.26087507088527523
